"BID","KODEBARANG","NAMABARANG","BARCODE","BARCODE2","JENIS","KODEKELOMPOK","KODEKATEGORI","KODEPEMASOK","KODESATUAN","HRGBELI","MARGINPERSEN","MARGINNILAI","HRGJUAL","STOKAWAL","STOKMASUK","STOKKELUAR","STOKOPNAME","STOKAKHIR","STOKMIN","STOKMAX","JMLREORDER","SATUAN1","KONVERSI1","HRGSATUAN1","HRGMULTISATUAN1","SATUAN2","KONVERSI2","HRGSATUAN2","HRGMULTISATUAN2","SATUAN3","KONVERSI3","HRGSATUAN3","HRGMULTISATUAN3","SATUAN4","KONVERSI4","HRGSATUAN4","HRGMULTISATUAN4","SATUAN5","KONVERSI5","HRGSATUAN5","HRGMULTISATUAN5","AKTIF","BISAEDITNAMA","BISAEDITHRG","HPP","HRGLEVEL1","HRGLEVEL2","HRGLEVEL3","HRGLEVEL4","HRGLEVEL5","TGLUPLOAD","TGLUPDATE","JAMUPLOAD","JAMUPDATE","GABUNGAN","PRODUKDIMENSI"
415,"0105600002",RU BANNER ALBATROS (80X200),"","",Bahan,"01","056",S001,PCS,142000.0,86.62,123000.0,265000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,142000.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:51:48,0,1
416,"0105700001",RU BANNER ALBATROS (85X200),"","",Produk,"01","057",S001,PCS,0.0,0.00,0.0,275000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-08,,13:03:16,0,1
417,"0105700002",RU BANNER ALBATROS (85X200),"","",Bahan,"01","057",S001,PCS,147000.0,87.07,128000.0,275000.0,0.00,0.00,1.00,0.00,-1.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,147000.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:52:07,0,1
418,"0105800001",RU BANNER ALBATROS LAM (60X160),"","",Produk,"01","058",S001,PCS,0.0,0.00,0.0,210000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-10,,15:19:19,0,1
419,"0105800002",RU BANNER ALBATROS LAM (60X160),"","",Bahan,"01","058",S001,PCS,134000.0,56.72,76000.0,210000.0,0.00,0.00,6.00,0.00,-6.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,134000.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:52:25,0,1
420,"0105900001",RU BANNER ALBATROS LAM (80X200),"","",Produk,"01","059",S001,PCS,0.0,0.00,0.0,285000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-08,,13:04:14,0,1
421,"0105900002",RU BANNER ALBATROS LAM (80X200),"","",Bahan,"01","059",S001,PCS,149000.0,91.28,136000.0,285000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,149000.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:52:42,0,1
422,"0106000001",RU BANNER ALBATROS LAM (85X200),"","",Produk,"01","060",S001,PCS,0.0,0.00,0.0,295000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-08,,13:04:28,0,1
423,"0106000002",RU BANNER ALBATROS LAM (85X200),"","",Bahan,"01","060",S001,PCS,154000.0,91.56,141000.0,295000.0,0.00,0.00,3.00,0.00,-3.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,154000.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:53:00,0,1
424,"0106100001",RU BANNER LUSTER (60X160),"","",Produk,"01","061",S001,PCS,0.0,0.00,0.0,205000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-27,,12:07:34,0,1
425,"0106100002",RU BANNER LUSTER (60X160),"","",Bahan,"01","061",S001,PCS,0.0,0.00,0.0,205000.0,0.00,0.00,110.00,0.00,-110.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:53:22,0,1
426,"0106200001",RU BANNER LUSTER (80X200),"","",Produk,"01","062",S001,PCS,0.0,0.00,0.0,275000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-13,,09:15:03,0,1
427,"0106200002",RU BANNER LUSTER (80X200),"","",Bahan,"01","062",S001,PCS,0.0,0.00,0.0,275000.0,0.00,0.00,1.00,0.00,-1.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:53:34,0,1
428,"0106300001",RU BANNER LUSTER (85X200),"","",Produk,"01","063",S001,PCS,0.0,0.00,0.0,285000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-12-20,,10:46:10,0,1
430,"0106300003",RU BANNER LUSTER (85X200),"","",Bahan,"01","063",S001,PCS,0.0,0.00,0.0,285000.0,0.00,0.00,2.00,0.00,-2.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-11-06,,15:53:51,0,1
431,"0106400001",FLEXY CHINA 280 (OUT),"","",Produk,"01","064",S001,MTR,0.0,0.00,0.0,16000.0,0.00,0.00,-2.00,0.00,2.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-02,,16:22:03,0,1
432,"0106400002",FLEXY CHINA 280 (OUT),"","",Bahan,"01","064",S001,MTR,11900.0,34.45,4100.0,16000.0,308.00,0.00,3426.13,0.00,-3118.13,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,11900.0,0.0,0.0,0.0,0.0,0.0,,2025-07-23,,11:15:15,0,1
433,"0106500001",FLEXY CHINA 280 HIRES (OUT),"","",Produk,"01","065",S001,MTR,0.0,0.00,0.0,24000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-01-23,,11:01:26,0,1
434,"0106500002",FLEXY CHINA 280 HIRES (OUT),"","",Bahan,"01","065",S001,MTR,21900.0,9.59,2100.0,24000.0,0.00,0.00,28.75,0.00,-28.75,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,21900.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:32:52,0,1
435,"0106600001",FLEXY KORCHIN 440 (OUT),"","",Produk,"01","066",S001,MTR,0.0,0.00,0.0,33000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-04-22,,13:43:04,0,1
436,"0106600002",FLEXY KORCHIN 440 (OUT),"","",Bahan,"01","066",S001,MTR,19200.0,71.88,13800.0,33000.0,176.00,0.00,68.81,0.00,107.19,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,19200.0,0.0,0.0,0.0,0.0,0.0,,2025-07-23,,17:14:31,0,1
437,"0106700001",FLEXY BACKLITE CHINA (OUT),"","",Produk,"01","067",S001,MTR,0.0,0.00,0.0,55000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-03-10,,15:20:54,0,1
438,"0106700002",FLEXY BACKLITE CHINA (OUT),"","",Bahan,"01","067",S001,MTR,0.0,0.00,0.0,55000.0,0.00,0.00,1.00,0.00,-1.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-01-13,,10:32:17,0,1
439,"0106800001",X BANNER FLEXY 280 (60X160),"","",Produk,"01","068",S001,PCS,0.0,0.00,0.0,65000.0,0.00,0.00,-2.00,0.00,2.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-04-29,,09:00:31,0,1
440,"0106800002",X BANNER FLEXY 280 (60X160),"","",Bahan,"01","068",S001,PCS,29900.0,117.39,35100.0,65000.0,19.00,0.00,51.00,0.00,-32.00,0.00,50.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,29900.0,0.0,0.0,0.0,0.0,0.0,,2025-08-21,,13:58:03,0,1
441,"0106900001",X BANNER FLEXY 280 HIRES (60X160),"","",Produk,"01","069",S001,PCS,0.0,0.00,0.0,75000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
442,"0106900002",X BANNER FLEXY 280 HIRES (60X160),"","",Bahan,"01","069",S001,PCS,39900.0,87.97,35100.0,75000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,39900.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:34:01,0,1
443,"0107000001",X BANNER FLEXY KORCHIN 440 (60X160),"","",Produk,"01","070",S001,PCS,0.0,0.00,0.0,85000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
444,"0107000002",X BANNER FLEXY KORCHIN 440 (60X160),"","",Bahan,"01","070",S001,PCS,37200.0,128.49,47800.0,85000.0,0.00,0.00,2.00,0.00,-2.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,37200.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:34:13,0,1
445,"0107100001",X BANNER ALBATROS (60X160),"","",Produk,"01","071",S001,PCS,0.0,0.00,0.0,90000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
446,"0107100002",X BANNER ALBATROS (60X160),"","",Bahan,"01","071",S001,PCS,36000.0,150.00,54000.0,90000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,37200.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:34:29,0,1
447,"0107200001",X BANNER ALBATROS LAM (60X160),"","",Produk,"01","072",S001,PCS,0.0,0.00,0.0,100000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-08-12,,13:48:18,0,1
448,"0107200002",X BANNER ALBATROS LAM (60X160),"","",Bahan,"01","072",S001,PCS,43000.0,132.56,57000.0,100000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,43000.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:34:40,0,1
449,"0107300001",X BANNER LUSTER (60X160),"","",Produk,"01","073",S001,PCS,0.0,0.00,0.0,100000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-02-27,,15:20:18,0,1
450,"0107300002",X BANNER LUSTER (60X160),"","",Bahan,"01","073",S001,PCS,0.0,0.00,0.0,100000.0,0.00,0.00,4.00,0.00,-4.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-09-04,,11:42:59,0,1
451,"0107400001",X BANNER MINI (60X160),"","",Produk,"01","074",S001,PCS,0.0,0.00,0.0,35000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
452,"0107400002",X BANNER MINI ,"","",Bahan,"01","074",S001,PCS,25000.0,40.00,10000.0,35000.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,25000.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:34:54,0,1
453,"0107500001",Y BANNER FLEXY 280 (60X160),"","",Produk,"01","075",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
454,"0107500002",Y BANNER FLEXY 280 (60X160),"","",Bahan,"01","075",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
455,"0107600001",Y BANNER FLEXY 280 (80x180),"","",Produk,"01","076",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-17,,11:11:54,0,1
456,"0107600002",Y BANNER FLEXY 280 (80X180),"","",Bahan,"01","076",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,2.00,0.00,-2.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
457,"0107700001",Y BANNER FLEXY 280 HIRES (60X160),"","",Produk,"01","077",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
458,"0107700002",Y BANNER FLEXY 280 HIRES (60X160),"","",Bahan,"01","077",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
459,"0107800001",Y BANNER FLEXY 280 HIRES (80X160),"","",Produk,"01","078",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
460,"0107800002",Y BANNER FLEXY 280 HIRES (80X160),"","",Bahan,"01","078",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
461,"0107900001",Y BANNER KORCHIN 440 (60X160),"","",Produk,"01","079",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
462,"0107900002",Y BANNER KORCHIN 440 (80X180),"","",Bahan,"01","080",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-17,,11:21:53,0,1
463,"0107900003",Y BANNER KORCHIN 440 (60X160),"","",Bahan,"01","079",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
464,"0107900004",Y BANNER KORCHIN 440 (80X180),"","",Produk,"01","080",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-17,,11:21:37,0,1
465,"0108100001",Y BANNER ALBATROS (60X160),"","",Produk,"01","081",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
466,"0108100002",Y BANNER ALBATROS (60X160),"","",Bahan,"01","081",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-17,,11:24:28,0,1
467,"0108200001",Y BANNER ALBATROS (80X180),"","",Produk,"01","082",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
468,"0108200002",Y BANNER ALBATROS (80X180),"","",Bahan,"01","082",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
469,"0108200003",Y BANNER ALBATROS (80X180),"","",Bahan,"01","082",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
470,"0108300001",Y BANNER ALBATROS LAM (60X160),"","",Produk,"01","083",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
471,"0108300002",Y BANNER ALBATROS LAM (60X160),"","",Bahan,"01","083",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
472,"0108400001",Y BANBER ALBATROS LAM (80X180),"","",Produk,"01","084",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
473,"0108400002",Y BANNER ALBATROS LAM (80X180),"","",Bahan,"01","084",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
474,"0108500001",Y BANNER LUSTER (60X160),"","",Produk,"01","085",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
475,"0108500002",Y BANNER LUSTER (60X160),"","",Bahan,"01","085",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
476,"0108600001",Y BANNER LUSTER (80X180),"","",Produk,"01","086",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
477,"0108600002",Y BANNER LUSTER (80X180),"","",Bahan,"01","086",S001,PCS,0.0,0.00,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
481,"0108800001",F 280 DEWI ,"","",Produk,"01","088",S001,MTR,0.0,0.00,0.0,14400.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,11:55:46,0,1
479,"0108700002",EVENT DESK,"","",Produk,"01","087",S001,PCS,0.0,0.00,0.0,850000.0,0.00,0.00,-2.00,0.00,2.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-07-18,,14:03:41,0,1
480,"0108700003",EVENT DESK ,"","",Bahan,"01","087",S001,PCS,650000.0,30.77,200000.0,850000.0,0.00,0.00,4.00,0.00,-4.00,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,650000.0,0.0,0.0,0.0,0.0,0.0,,2025-07-21,,10:35:28,0,1
482,"0108800002",F 280 DEWI,"","",Bahan,"01","088",S001,MTR,16000.0,25.00,4000.0,20000.0,0.00,0.00,0.72,0.00,-0.72,0.00,0.00,0.00,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,0.0,0.0,,0.00,,0.0,1,0,0,16000.0,0.0,0.0,0.0,0.0,0.0,,,,,0,1
